"","Lineup","Offensive Poss","ORtg","TO%","OREB%","Defensive Poss","DRtg","Forced TO%","Allowed OREB%","Team"
"140","Idiaru, Promis || Kovacevic, Aleksa || Moser, Benjamin || Seibert, Luca || Ulrich, Kevin",2,1.5,0.5,NA,3,2.33,0,1,"HAKRO Merlins Crailsheim"
"141","Carpenter, Liam || Hawkins, Javontae || Herrera, Sebastian || Jones, Aaron || Span, Jan",2.88,0.69,0.35,0,3,2,0,1,"HAKRO Merlins Crailsheim"
"142","Bleck, Fabian || Morgan, Jeremy || Russell, DeWayne || Span, Jan || Stuckey, Maurice",2,0,0,0,2,1,0,0,"HAKRO Merlins Crailsheim"
"143","Bleck, Fabian || Hawkins, Javontae || Herrera, Sebastian || Span, Jan || Stuckey, Maurice",3,1.33,0.33,1,3,1.33,0.33,1,"HAKRO Merlins Crailsheim"
"144","Bleck, Fabian || Hawkins, Javontae || Herrera, Sebastian || Jones, Aaron || Morgan, Jeremy",1.88,1.6,0,NA,3,0.67,0,0,"HAKRO Merlins Crailsheim"
"145","Bleck, Fabian || Ford, Quincy || Hawkins, Javontae || Kovacevic, Dejan || Span, Jan",1.88,1.06,0.53,NA,0,NA,NA,1,"HAKRO Merlins Crailsheim"
"146","Anameze, Emmanuel || Calamita, Giovanni Alessio || Exler, Daniel || Prtenjaca, Ante || Rossek, Nils",2.44,2.05,0,NA,1,0,1,NA,"HAKRO Merlins Crailsheim"
"147","Calamita, Giovanni Alessio || Exler, Daniel || Jakobi, Dennis || Rümmele, Christopher || Ulrich, Kevin",1,3,0,1,1.88,1.6,0,1,"HAKRO Merlins Crailsheim"
"148","Bleck, Fabian || Carpenter, Liam || Hawkins, Javontae || Jones, Aaron || Span, Jan",3,0.67,0.33,0.5,2,2,0,NA,"HAKRO Merlins Crailsheim"
"149","Anameze, Emmanuel || Calamita, Giovanni Alessio || Prtenjaca, Ante || Rossek, Nils || Ulrich, Kevin",2,0,0,0,3,0.67,0,0.5,"HAKRO Merlins Crailsheim"
"150","Hermann, Aaron || Jakobi, Dennis || Prtenjaca, Ante || Rümmele, Christopher || Rossek, Nils",2,0,0,0.33,1,2,0,NA,"HAKRO Merlins Crailsheim"
"151","Ford, Quincy || Herrera, Sebastian || Kovacevic, Dejan || Span, Jan || Stuckey, Maurice",2,0,1,NA,3,2,0,NA,"HAKRO Merlins Crailsheim"
"152","Ford, Quincy || Hawkins, Javontae || Herrera, Sebastian || Morgan, Jeremy || Russell, DeWayne",2,0,0.5,0,1.88,1.6,0,NA,"HAKRO Merlins Crailsheim"
"153","Anameze, Emmanuel || Hermann, Aaron || Jakobi, Dennis || Prtenjaca, Ante || Rümmele, Christopher",2,0,0.5,0,2.88,2.08,0,NA,"HAKRO Merlins Crailsheim"
"154","Hermann, Aaron || Jakobi, Dennis || Rümmele, Christopher || Rossek, Nils || Ulrich, Kevin",3,0.67,0,0,2,0,0.5,0,"HAKRO Merlins Crailsheim"
"155","Ford, Quincy || Herrera, Sebastian || Jones, Aaron || Russell, DeWayne || Stuckey, Maurice",3,0.67,0.33,0,2,2,0,1,"HAKRO Merlins Crailsheim"
"156","Ford, Quincy || Hawkins, Javontae || Morgan, Jeremy || Russell, DeWayne || Span, Jan",1,3,0,NA,0.88,2.27,0,NA,"HAKRO Merlins Crailsheim"
"157","Ford, Quincy || Hawkins, Javontae || Herrera, Sebastian || Russell, DeWayne || Stuckey, Maurice",1.32,1.52,0,NA,1.88,1.06,0,0,"HAKRO Merlins Crailsheim"
"158","Ford, Quincy || Hawkins, Javontae || Herrera, Sebastian || Morgan, Jeremy || Span, Jan",2,1.5,0,0,2,1,0,0,"HAKRO Merlins Crailsheim"
"159","Bleck, Fabian || Kovacevic, Dejan || Morgan, Jeremy || Russell, DeWayne || Stuckey, Maurice",1.88,0.53,0,0,1,0,0,0,"HAKRO Merlins Crailsheim"
"160","Bleck, Fabian || Herrera, Sebastian || Morgan, Jeremy || Russell, DeWayne || Stuckey, Maurice",3,1.67,0,0,2.44,2.46,0,NA,"HAKRO Merlins Crailsheim"
"161","Anameze, Emmanuel || Calamita, Giovanni Alessio || Jakobi, Dennis || Prtenjaca, Ante || Ulrich, Kevin",1,0,1,NA,0.88,1.14,0,NA,"HAKRO Merlins Crailsheim"
"162","Idiaru, Promis || Lazic, Vladan || Ulrich, Kevin || Vasovic, Stefan || Zejdl, Matej",2,1,0.5,NA,2,1,0.5,NA,"HAKRO Merlins Crailsheim"
"163","Hawkins, Javontae || Herrera, Sebastian || Jones, Aaron || Kovacevic, Dejan || Russell, DeWayne",1,0,0,0,2,0,0,0.33,"HAKRO Merlins Crailsheim"
"164","Hahn, Jannis || Idiaru, Precious || Idiaru, Promis || Seibert, Luca || Ulrich, Kevin",1.88,0.53,0.53,NA,2,1,0,0.5,"HAKRO Merlins Crailsheim"
"165","Carpenter, Liam || Kovacevic, Aleksa || Kovacevic, Dejan || Stuckey, Maurice || Urbansky, Sören",1.44,0.69,0,0,2,1,0,0,"HAKRO Merlins Crailsheim"
"166","Carpenter, Liam || Herrera, Sebastian || Jones, Aaron || Morgan, Jeremy || Stuckey, Maurice",2,1,0,0,3,1.67,0,0,"HAKRO Merlins Crailsheim"
"167","Bleck, Fabian || Hawkins, Javontae || Morgan, Jeremy || Russell, DeWayne || Stuckey, Maurice",1,0,0,0.5,1,2,0,NA,"HAKRO Merlins Crailsheim"
"168","Bleck, Fabian || Carpenter, Liam || Kovacevic, Dejan || Russell, DeWayne || Stuckey, Maurice",2,0,0,0.5,1,0,0,0,"HAKRO Merlins Crailsheim"
"169","Idiaru, Promis || Lazic, Vladan || Moser, Benjamin || Ulrich, Kevin || Vasovic, Stefan",1,0,1,1,0,NA,NA,NA,"HAKRO Merlins Crailsheim"
"170","Ford, Quincy || Herrera, Sebastian || Jones, Aaron || Kovacevic, Dejan || Span, Jan",2,0,0.5,0,1,0,1,NA,"HAKRO Merlins Crailsheim"
"171","Ford, Quincy || Hawkins, Javontae || Herrera, Sebastian || Span, Jan || Stuckey, Maurice",1,0,0,0,1,0,1,NA,"HAKRO Merlins Crailsheim"
"172","Bleck, Fabian || Ford, Quincy || Herrera, Sebastian || Kovacevic, Dejan || Span, Jan",2,1.5,0.5,NA,1,2,0,NA,"HAKRO Merlins Crailsheim"
"173","Bleck, Fabian || Carpenter, Liam || Hawkins, Javontae || Kovacevic, Dejan || Span, Jan",1,3,0,NA,2,0,0.5,0,"HAKRO Merlins Crailsheim"
"174","Ford, Quincy || Hawkins, Javontae || Herrera, Sebastian || Jones, Aaron || Kovacevic, Dejan",1,3,0,NA,1,2,0,NA,"HAKRO Merlins Crailsheim"
"175","Bleck, Fabian || Carpenter, Liam || Herrera, Sebastian || Jones, Aaron || Russell, DeWayne",2,3,0,NA,1,0,1,NA,"HAKRO Merlins Crailsheim"
"176","Carpenter, Liam || Herrera, Sebastian || Kovacevic, Aleksa || Stuckey, Maurice || Urbansky, Sören",1,2,0,NA,0,NA,NA,NA,"HAKRO Merlins Crailsheim"
"177","Dragic, Zoran || Hayes, Killian || Jerrett, Grant || Obst, Andreas || Willis, Derek",190.96,1.09,0.15,0.3,182.88,1.12,0.19,0.33,"ratiopharm ulm"
"178","Dragic, Zoran || Hayes, Killian || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",95.32,1.19,0.15,0.18,93.56,1.17,0.14,0.25,"ratiopharm ulm"
"179","Dragic, Zoran || Günther, Per || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",67.56,1.26,0.09,0.23,65.24,1.12,0.17,0.25,"ratiopharm ulm"
"180","Dragic, Zoran || Hayes, Killian || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",50.12,1.4,0.16,0.47,51.28,0.9,0.29,0.42,"ratiopharm ulm"
"181","Dragic, Zoran || Günther, Per || Jerrett, Grant || Obst, Andreas || Willis, Derek",52.16,1.05,0.19,0.29,53.48,1.22,0.17,0.57,"ratiopharm ulm"
"182","Dragic, Zoran || Günther, Per || Harvey, Tyler || Hinrichs, Seth || Schilling, Gavin",43.6,1.31,0.09,0.45,42.16,1.21,0.19,0.4,"ratiopharm ulm"
"183","Briscoe, Isaiah || Dragic, Zoran || Günther, Per || Hinrichs, Seth || Schilling, Gavin",25.16,1.19,0.04,0.1,29.16,1.44,0.1,0.44,"ratiopharm ulm"
"184","Hayes, Killian || Heckmann, Patrick || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",26.96,0.96,0.22,0,28.64,1.19,0.17,0.25,"ratiopharm ulm"
"185","Dragic, Zoran || Günther, Per || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",25.96,1.35,0.08,0.4,23.76,1.22,0.17,0.36,"ratiopharm ulm"
"186","Hayes, Killian || Heckmann, Patrick || Jerrett, Grant || Obst, Andreas || Willis, Derek",24.52,0.86,0.08,0.15,24.76,1.05,0.16,0.53,"ratiopharm ulm"
"187","Dragic, Zoran || Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Jerrett, Grant",25.52,1.45,0.16,0.5,25.64,0.74,0.16,0.24,"ratiopharm ulm"
"188","Harvey, Tyler || Hayes, Killian || Jerrett, Grant || Philipps, Christoph || Willis, Derek",25.88,1.28,0.27,0.29,28.2,1.42,0.18,0.44,"ratiopharm ulm"
"189","Briscoe, Isaiah || Dragic, Zoran || Hayes, Killian || Hinrichs, Seth || Jerrett, Grant",19.96,0.85,0.25,0.14,22.32,0.49,0.22,0.17,"ratiopharm ulm"
"190","Dragic, Zoran || Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Schilling, Gavin",14.64,1.09,0.27,0.4,18.84,1.06,0.21,0.45,"ratiopharm ulm"
"191","Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",25.44,1.49,0.24,0.17,23.6,1.06,0.08,0.09,"ratiopharm ulm"
"192","Dragic, Zoran || Hayes, Killian || Heckmann, Patrick || Jerrett, Grant || Willis, Derek",25.88,1.2,0.15,0.1,26.32,1.25,0.27,0.44,"ratiopharm ulm"
"193","Dragic, Zoran || Harvey, Tyler || Hayes, Killian || Jerrett, Grant || Willis, Derek",22,1.23,0.09,0.25,22.64,0.88,0.18,0.31,"ratiopharm ulm"
"194","Dragic, Zoran || Hayes, Killian || Obst, Andreas || Schilling, Gavin || Willis, Derek",17.64,1.08,0.34,0,17.76,1.24,0.06,0.4,"ratiopharm ulm"
"195","Briscoe, Isaiah || Dragic, Zoran || Hayes, Killian || Hinrichs, Seth || Schilling, Gavin",14.08,1.56,0.14,0.6,15.88,1.13,0.06,0.4,"ratiopharm ulm"
"196","Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",14.88,1.28,0.2,0.5,16.88,0.83,0.36,0.14,"ratiopharm ulm"
"197","Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Jerrett, Grant || Philipps, Christoph",15.88,1.2,0.25,0.57,17.88,0.67,0.34,0.25,"ratiopharm ulm"
"198","Hayes, Killian || Heckmann, Patrick || Obst, Andreas || Schilling, Gavin || Willis, Derek",16.4,1.16,0.24,0.57,12.88,0.62,0.08,0,"ratiopharm ulm"
"199","Hayes, Killian || Heckmann, Patrick || Hinrichs, Seth || Obst, Andreas || Willis, Derek",13.76,1.31,0.15,0,11.76,1.28,0.09,0.5,"ratiopharm ulm"
"200","Goodwin, Archie || Hayes, Killian || Jerrett, Grant || Obst, Andreas || Willis, Derek",16,1.31,0,0.44,13.76,0.87,0.07,0.2,"ratiopharm ulm"
"201","Günther, Per || Goodwin, Archie || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",14.88,0.94,0.2,0.38,16.76,1.13,0,0.33,"ratiopharm ulm"
"202","Günther, Per || Harvey, Tyler || Heckmann, Patrick || Hinrichs, Seth || Schilling, Gavin",10.76,1.02,0.28,0.5,12.52,0.56,0.48,0.6,"ratiopharm ulm"
"203","Dragic, Zoran || Günther, Per || Obst, Andreas || Schilling, Gavin || Willis, Derek",12.2,1.31,0.16,0.6,7.76,1.03,0.26,0.5,"ratiopharm ulm"
"204","Briscoe, Isaiah || Günther, Per || Heckmann, Patrick || Hinrichs, Seth || Schilling, Gavin",14,0.86,0.07,0.36,13.88,1.3,0.07,0.17,"ratiopharm ulm"
"205","Berger, Lenny || Hanzalek, Jakob || Prinz, Jakob || Rib, Alexander || Wallace-Steele, Pharrell",14.88,1.08,0.2,0.43,15.76,0.95,0,0.18,"ratiopharm ulm"
"206","Hayes, Killian || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas || Philipps, Christoph",17,0.82,0.18,0.12,13.76,1.02,0.07,0.12,"ratiopharm ulm"
"207","Dragic, Zoran || Günther, Per || Harvey, Tyler || Jerrett, Grant || Willis, Derek",11.44,0.79,0.26,0.33,12.32,0.89,0.16,0.38,"ratiopharm ulm"
"208","Goodwin, Archie || Harvey, Tyler || Hayes, Killian || Jerrett, Grant || Willis, Derek",12.08,0.91,0.41,0,14,1.57,0.07,0.71,"ratiopharm ulm"
"209","Dragic, Zoran || Hayes, Killian || Hinrichs, Seth || Jerrett, Grant || Philipps, Christoph",10.76,1.39,0.09,0.4,12.64,0.87,0.16,0.14,"ratiopharm ulm"
"210","Dragic, Zoran || Günther, Per || Harvey, Tyler || Schilling, Gavin || Willis, Derek",10.76,1.67,0,0,10.88,1.01,0.09,0.17,"ratiopharm ulm"
"211","Harvey, Tyler || Hayes, Killian || Jerrett, Grant || Obst, Andreas || Willis, Derek",11.88,1.09,0.17,0.2,12.2,1.07,0.08,0.29,"ratiopharm ulm"
"212","Dragic, Zoran || Günther, Per || Harvey, Tyler || Hinrichs, Seth || Willis, Derek",9.96,2.01,0,0.67,10.76,1.12,0.09,0.2,"ratiopharm ulm"
"213","Dragic, Zoran || Hayes, Killian || Hinrichs, Seth || Obst, Andreas || Willis, Derek",15.88,1.32,0.13,0.43,14.88,1.41,0.13,0.33,"ratiopharm ulm"
"214","Briscoe, Isaiah || Dragic, Zoran || Günther, Per || Hinrichs, Seth || Jerrett, Grant",11.08,1.26,0.18,0.5,9.32,1.29,0.11,0.25,"ratiopharm ulm"
"215","Goodwin, Archie || Hayes, Killian || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",13.32,1.73,0,0.4,12.32,1.22,0.08,0.17,"ratiopharm ulm"
"216","Goodwin, Archie || Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Jerrett, Grant",9.32,1.07,0.21,0.5,11.88,1.6,0.08,0.25,"ratiopharm ulm"
"217","Günther, Per || Harvey, Tyler || Hinrichs, Seth || Philipps, Christoph || Schilling, Gavin",10.76,1.3,0.19,0,11.76,1.28,0.09,0.2,"ratiopharm ulm"
"218","Dragic, Zoran || Günther, Per || Heckmann, Patrick || Jerrett, Grant || Willis, Derek",9.64,1.24,0.1,0,10.64,1.22,0.19,0,"ratiopharm ulm"
"219","Dragic, Zoran || Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Willis, Derek",10.44,1.25,0,0,9.88,1.42,0.3,0.8,"ratiopharm ulm"
"220","Dragic, Zoran || Günther, Per || Hinrichs, Seth || Obst, Andreas || Willis, Derek",10,1.1,0.2,0.5,8.76,1.94,0,0.5,"ratiopharm ulm"
"221","Goodwin, Archie || Harvey, Tyler || Hayes, Killian || Schilling, Gavin || Willis, Derek",9,1,0.11,0.2,10.76,1.58,0,0,"ratiopharm ulm"
"222","Günther, Per || Harvey, Tyler || Heckmann, Patrick || Schilling, Gavin || Willis, Derek",9.88,1.32,0.3,0.5,8,0.75,0.25,0.2,"ratiopharm ulm"
"223","Dragic, Zoran || Günther, Per || Harvey, Tyler || Hinrichs, Seth || Jerrett, Grant",12.76,1.57,0.08,0.33,11.76,1.28,0.09,0.25,"ratiopharm ulm"
"224","Briscoe, Isaiah || Günther, Per || Hinrichs, Seth || Philipps, Christoph || Schilling, Gavin",8.2,1.83,0.12,1,7,0,0.43,0.4,"ratiopharm ulm"
"225","Goodwin, Archie || Hayes, Killian || Obst, Andreas || Schilling, Gavin || Willis, Derek",6.76,1.04,0,0,7.76,0.9,0.39,1,"ratiopharm ulm"
"226","Briscoe, Isaiah || Dragic, Zoran || Günther, Per || Schilling, Gavin || Willis, Derek",5.96,1.34,0,0,4.88,1.43,0.2,1,"ratiopharm ulm"
"227","Briscoe, Isaiah || Hayes, Killian || Jerrett, Grant || Obst, Andreas || Willis, Derek",5.88,0.85,0,0.5,8.44,1.07,0.24,0.33,"ratiopharm ulm"
"228","Hayes, Killian || Jerrett, Grant || Obst, Andreas || Philipps, Christoph || Willis, Derek",9.76,0.92,0.31,0.67,6.88,1.74,0.44,NA,"ratiopharm ulm"
"229","Harvey, Tyler || Heckmann, Patrick || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",3.76,1.6,0.27,NA,6.76,1.48,0.3,0.67,"ratiopharm ulm"
"230","Dragic, Zoran || Harvey, Tyler || Obst, Andreas || Schilling, Gavin || Willis, Derek",6.88,1.45,0.29,1,8.32,0.48,0.36,0.4,"ratiopharm ulm"
"231","Dragic, Zoran || Harvey, Tyler || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",11,0.64,0.45,0,10.88,1.01,0.18,0.25,"ratiopharm ulm"
"232","Briscoe, Isaiah || Heckmann, Patrick || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",4.88,1.23,0,0.67,5.4,1.85,0,0,"ratiopharm ulm"
"233","Günther, Per || Heckmann, Patrick || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",7.88,1.65,0.13,0.5,8.2,1.22,0.12,0,"ratiopharm ulm"
"234","Dragic, Zoran || Harvey, Tyler || Hayes, Killian || Schilling, Gavin || Willis, Derek",8.2,1.83,0.12,NA,5,1,0.4,0.5,"ratiopharm ulm"
"235","Berger, Lenny || Hanzalek, Jakob || Prinz, Jakob || Rib, Alexander || Schefer, David",7.88,1.52,0.13,0,8.88,0.45,0.56,0.5,"ratiopharm ulm"
"236","Briscoe, Isaiah || Hayes, Killian || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",8.76,1.48,0.11,0,8,0.88,0.12,0.2,"ratiopharm ulm"
"237","Hayes, Killian || Hinrichs, Seth || Obst, Andreas || Philipps, Christoph || Schilling, Gavin",8,1.38,0.12,0,7.88,1.4,0,0.33,"ratiopharm ulm"
"238","Hayes, Killian || Hinrichs, Seth || Jerrett, Grant || Krause, Kristofer || Obst, Andreas",5,0,0,0.17,5.88,0.51,0.17,0.25,"ratiopharm ulm"
"239","Dragic, Zoran || Harvey, Tyler || Jerrett, Grant || Obst, Andreas || Willis, Derek",9.44,1.48,0.21,0,9,1.11,0.11,0.33,"ratiopharm ulm"
"240","Briscoe, Isaiah || Dragic, Zoran || Günther, Per || Hinrichs, Seth || Ugrai, Maximilian",5,1.4,0.4,1,6.64,1.2,0.3,0,"ratiopharm ulm"
"241","Berger, Lenny || Hanzalek, Jakob || Prinz, Jakob || Schefer, David || Wallace-Steele, Pharrell",7.76,0.9,0.13,0.25,7.76,1.8,0.13,0,"ratiopharm ulm"
"242","Günther, Per || Heckmann, Patrick || Hinrichs, Seth || Obst, Andreas || Willis, Derek",6,1.17,0.17,0.6,6.52,1.84,0.15,NA,"ratiopharm ulm"
"243","Günther, Per || Harvey, Tyler || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",5.88,2.21,0.17,1,6,1,0,0.25,"ratiopharm ulm"
"244","Goodwin, Archie || Hayes, Killian || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",4,0.5,0,0.25,5.32,0.94,0.19,0.67,"ratiopharm ulm"
"245","Goodwin, Archie || Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Schilling, Gavin",6,1.67,0,0.5,5.88,1.36,0,0.33,"ratiopharm ulm"
"246","Günther, Per || Obst, Andreas || Philipps, Christoph || Schilling, Gavin || Willis, Derek",6.88,1.16,0.29,0.33,7,1.57,0.14,0,"ratiopharm ulm"
"247","Günther, Per || Heckmann, Patrick || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",6.76,0.89,0.15,0,6,1.5,0.17,0.67,"ratiopharm ulm"
"248","Dragic, Zoran || Günther, Per || Heckmann, Patrick || Hinrichs, Seth || Obst, Andreas",4.88,2.25,0,1,6,0.33,0,0.33,"ratiopharm ulm"
"249","Diallo, Nat || Dragic, Zoran || Heckmann, Patrick || Obst, Andreas || Stoll, Marius",5.88,1.02,0.17,0,7.08,0.85,0.14,0.75,"ratiopharm ulm"
"250","Briscoe, Isaiah || Günther, Per || Jerrett, Grant || Obst, Andreas || Willis, Derek",6.88,1.6,0.15,0.67,7,0.57,0.29,0.25,"ratiopharm ulm"
"251","Briscoe, Isaiah || Dragic, Zoran || Günther, Per || Jerrett, Grant || Willis, Derek",6.88,1.16,0.15,0.5,6.44,0.93,0.16,0.33,"ratiopharm ulm"
"252","Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Obst, Andreas || Willis, Derek",6.88,1.16,0.15,0,6.44,0.93,0.31,0,"ratiopharm ulm"
"253","Dragic, Zoran || Günther, Per || Heckmann, Patrick || Hinrichs, Seth || Jerrett, Grant",6.32,0.63,0.32,0,4,0.5,0,0.33,"ratiopharm ulm"
"254","Harvey, Tyler || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas || Philipps, Christoph",6.2,0.65,0.48,0,4.88,1.02,0.2,0.67,"ratiopharm ulm"
"255","Dragic, Zoran || Hayes, Killian || Heckmann, Patrick || Jerrett, Grant || Obst, Andreas",4.88,2.25,0,NA,5.88,0.51,0,0.33,"ratiopharm ulm"
"256","Dragic, Zoran || Harvey, Tyler || Hinrichs, Seth || Philipps, Christoph || Willis, Derek",5.2,1.54,0.19,0,4.88,0.41,0,0.33,"ratiopharm ulm"
"257","Briscoe, Isaiah || Dragic, Zoran || Heckmann, Patrick || Hinrichs, Seth || Schilling, Gavin",6.88,0.87,0.15,0.33,5.88,1.02,0,0,"ratiopharm ulm"
"258","Briscoe, Isaiah || Günther, Per || Jerrett, Grant || Philipps, Christoph || Willis, Derek",6,2,0,0.75,7.44,0.54,0.13,0.2,"ratiopharm ulm"
"259","Briscoe, Isaiah || Günther, Per || Heckmann, Patrick || Jerrett, Grant || Willis, Derek",5.88,1.02,0.17,0,5.88,1.87,0,0.5,"ratiopharm ulm"
"260","Berger, Lenny || Hanzalek, Jakob || Kluger, Julius || Prinz, Jakob || Rib, Alexander",9,1.11,0.22,0,7,1.14,0.29,0.25,"ratiopharm ulm"
"261","Dragic, Zoran || Hayes, Killian || Jerrett, Grant || Philipps, Christoph || Willis, Derek",5.88,1.53,0.17,0,6.32,0.79,0.32,0.33,"ratiopharm ulm"
"262","Harvey, Tyler || Hayes, Killian || Heckmann, Patrick || Jerrett, Grant || Willis, Derek",3.88,1.03,0.26,0,5,0,0.2,0.4,"ratiopharm ulm"
"263","Günther, Per || Goodwin, Archie || Harvey, Tyler || Schilling, Gavin || Willis, Derek",3.88,0.52,0.26,0,3.88,0.77,0,0,"ratiopharm ulm"
"264","Hayes, Killian || Krause, Kristofer || Philipps, Christoph || Schilling, Gavin || Ugrai, Maximilian",3.76,0.8,0.53,0,4.76,1.68,0,1,"ratiopharm ulm"
"265","Günther, Per || Harvey, Tyler || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",6.88,1.02,0.15,0,3.88,1.8,0,0,"ratiopharm ulm"
"266","Briscoe, Isaiah || Hayes, Killian || Heckmann, Patrick || Jerrett, Grant || Willis, Derek",6,1,0.5,1,5,0.8,0.2,0,"ratiopharm ulm"
"267","Harvey, Tyler || Hayes, Killian || Heckmann, Patrick || Hinrichs, Seth || Schilling, Gavin",4,1,0.25,1,3.88,0.77,0.52,NA,"ratiopharm ulm"
"268","Günther, Per || Hinrichs, Seth || Obst, Andreas || Philipps, Christoph || Schilling, Gavin",4.88,1.43,0,0,5,1.6,0,0.33,"ratiopharm ulm"
"269","Günther, Per || Harvey, Tyler || Philipps, Christoph || Schilling, Gavin || Willis, Derek",5,1,0,0,3.88,0.26,0.26,0,"ratiopharm ulm"
"270","Günther, Per || Heckmann, Patrick || Obst, Andreas || Schilling, Gavin || Willis, Derek",5,0,0.2,0,4.88,1.02,0.41,0.5,"ratiopharm ulm"
"271","Briscoe, Isaiah || Dragic, Zoran || Hayes, Killian || Jerrett, Grant || Willis, Derek",3.88,1.03,0.26,0.67,3.44,1.74,0.29,NA,"ratiopharm ulm"
"272","Hanzalek, Jakob || Prinz, Jakob || Santuario, Lino || Schefer, David || Wallace-Steele, Pharrell",5,0.4,0.6,0.67,5,1,0.2,0,"ratiopharm ulm"
"273","Briscoe, Isaiah || Günther, Per || Obst, Andreas || Schilling, Gavin || Willis, Derek",2.88,1.04,0.69,0.5,3,1.67,0,0,"ratiopharm ulm"
"274","Hayes, Killian || Heckmann, Patrick || Hinrichs, Seth || Philipps, Christoph || Willis, Derek",3.76,0.8,0.27,0,2.88,0.69,0,0,"ratiopharm ulm"
"275","Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Philipps, Christoph || Willis, Derek",3,0.67,0.33,0,4,0.5,0,0.4,"ratiopharm ulm"
"276","Günther, Per || Heckmann, Patrick || Jerrett, Grant || Obst, Andreas || Willis, Derek",3,0.67,0.33,0,3.88,0.52,0.26,0,"ratiopharm ulm"
"277","Briscoe, Isaiah || Dragic, Zoran || Hayes, Killian || Schilling, Gavin || Willis, Derek",4,1.25,0.25,0.5,4,0.5,0,0.25,"ratiopharm ulm"
"278","Briscoe, Isaiah || Hayes, Killian || Heckmann, Patrick || Schilling, Gavin || Willis, Derek",3.88,1.55,0,0,6,1.83,0,0,"ratiopharm ulm"
"279","Berger, Lenny || Hanzalek, Jakob || Kluger, Julius || Schefer, David || Wallace-Steele, Pharrell",3.88,2.06,0,NA,4,0,0.25,0.25,"ratiopharm ulm"
"280","Harvey, Tyler || Hayes, Killian || Obst, Andreas || Schilling, Gavin || Willis, Derek",5,0.4,0.2,0.67,4,1.5,0.25,0,"ratiopharm ulm"
"281","Günther, Per || Hayes, Killian || Hinrichs, Seth || Obst, Andreas || Willis, Derek",4.88,0.82,0.41,0.5,1.76,2.27,0,NA,"ratiopharm ulm"
"282","Dragic, Zoran || Harvey, Tyler || Hinrichs, Seth || Jerrett, Grant || Philipps, Christoph",3.32,0,0.3,0,4,0.75,0.25,0,"ratiopharm ulm"
"283","Dragic, Zoran || Günther, Per || Jerrett, Grant || Obst, Andreas || Ugrai, Maximilian",5,0.8,0.4,0,4.88,1.64,0,0,"ratiopharm ulm"
"284","Briscoe, Isaiah || Hayes, Killian || Obst, Andreas || Schilling, Gavin || Willis, Derek",4,0.5,0.25,0,5.32,2.07,0,0,"ratiopharm ulm"
"285","Briscoe, Isaiah || Dragic, Zoran || Hinrichs, Seth || Obst, Andreas || Ugrai, Maximilian",2.88,0.35,0,0,1.88,0,0,0,"ratiopharm ulm"
"286","Briscoe, Isaiah || Dragic, Zoran || Hinrichs, Seth || Obst, Andreas || Schilling, Gavin",5.44,1.29,0.18,0,5,2.6,0,NA,"ratiopharm ulm"
"287","Briscoe, Isaiah || Dragic, Zoran || Hayes, Killian || Hinrichs, Seth || Willis, Derek",3,1,0,0,3,0,0.67,0.67,"ratiopharm ulm"
"288","Harvey, Tyler || Heckmann, Patrick || Philipps, Christoph || Schilling, Gavin || Willis, Derek",5,1,0.4,0,5,1.4,0.2,0.67,"ratiopharm ulm"
"289","Harvey, Tyler || Heckmann, Patrick || Hinrichs, Seth || Jerrett, Grant || Obst, Andreas",2,0,0,0.33,2.44,0.41,0,0,"ratiopharm ulm"
"290","Harvey, Tyler || Hayes, Killian || Hinrichs, Seth || Philipps, Christoph || Schilling, Gavin",4,1,0,0,5,0.4,0.2,0,"ratiopharm ulm"
